Customer ID,Name,Street,City,State,PostalCode,Country,Phone,TollFree,Website
653,Lassen's Natural Foods & Vitamins - V,4071 East Main Street,Ventura,CA,NULL,US, 805-644-6990,,
654,Lassen's Natural Foods & Vitamins - G,5154 Hollister,Goleta,CA,NULL,US,805-683-7696,,
655,Lassen's Natural Foods & Vitamins - SM,1790 S. Broadway,Santa Maria,CA,NULL,US,805-925-3432,,
656,Lassen's Natural Foods & Vitamins TO,2150 E. Thousand Oaks Blvd.,Thousand Oaks,CA,NULL,US,805-495-2609 x 3,,
657,Lassen's Natural Foods & Vitamins - B,4308 California Avenue,Bakersfield,CA,NULL,US,661-324-6990,,
658,Lassen's Natural Foods & Vitamins - SV,2995 Cochran Street #A4,Simi Valley,CA,NULL,US,805-522-6990,,
659,Maes Healing Rooms,,,SD,NULL,US,605-787-6113,,maeshealingrooms.com
660,Nutri-Foods,120 South Main Street,Royal Oak,MI,NULL,US,248-541-6820,,
661,The Health Barn,352-22 South College Road,Wilmington,NC,NULL,US,910-794-4208,,www.thehealthbarn.net
662,Natural Foods General Store,679 Batchelor Street,Toms River,NJ,NULL,US,732-240-9320,,
665,Community Market,1899 Mendocino Avenue,Santa Rosa,CA,NULL,US,707-546-1806,,www.srcommunitymarket.com
668,Hurley's No Name Nutrition Market,2032 N. 72nd St,Omaha,NE,NULL,US,402-393-5812,,www.nonamenutrition.com
670,"Roy's Health Food, Inc.",501 E. Northern Lights,Anchorage,AK,NULL,US,907-277-3226,,
672,Healing Springs,77 Grusz Road,Westtown,NY,NULL,US,845-726-4369,,
673,Total Health Foods,2938 Biddle Ave,Wyandotte,MI,NULL,US,734-246-1208,,thfdownriver.com
674,Brave New Book Store,1904 Guadalupe Street,Austin,TX,NULL,US,512-480-2503,,www.bravenewbookstore.com
678,Parkway Health Foods,1351 NE Highway 99W,McMinnville,OR,NULL,US,503-472-8118,,
680,Three Rivers Natural Medicine,209 East Swallow Road,Fort Collins,CO,NULL,US,,,http://www.thehealthyplace.com
682,"Cale's Healthy Way, LLC",10155 Hwy. 11,Poplarville,MS,NULL,US,601-795-4422,,
683,Martindales Natural Market,1172 Baltimore Pike,Springfield,PA,NULL,US,610-543-6811,,martindalesnutrition.com
684,Getting U Healthy,515 S. Midler Ave.,Syracuse,NY,NULL,US,(315) 383-6425,,
687,Natural Foods Market,2311 W. Wadley,Midland,TX,NULL,US,432-685-1295,,www.naturalfoodsmkt.com
688,Healthy Ways,762 W Kettleman Lane,Lodi,CA,NULL,US,209-333-2795,,www.healthywayslodi.com
689,Kankakee Natural Foods,"1035 Mulligan Drive, #2",Bradley,IL,NULL,US,815-933-6236,,www.kankakeenatural foods.com
691,Take Your Vitamins,323 South Gilbert Road Suite 101,Gilbert,AZ,NULL,US,480-917-5655,,
696,Perfect Balance Organics,9264 Cortez Blvd.,Weeki Wache,FL,NULL,US,352-597-8100,,http://www.perfectbalanceorganics.com/
697,Ultimate Herbal Health Food Store,Garden City Plaza,Belmopan,,NULL,BZ,011-501-822-2902,,
698,Thyme and Season Natural Food Market,3040 Whitney Avenue,Hamden,CT,NULL,US,203-407-8128,,www.thymeandseasonnaturalmarket.com
699,Annas Health Foods,1403 Hyder Street,Anchorage,AK,NULL,US,907-277-2662,,
701,Healthy Systems,106 Shady Rest,Ellwood City,PA,NULL,US,724-752-4992,,www.heatlhysystems.com
702,Sunny Bridge Natural Foods,130 Gallery Drive,McMurray,PA,NULL,US,(724) 942-5800,,www.sunnybridgenaturalfoods.com
703,Whole Health Natural Foods,1175 Grand Ave.,Marion,IA,NULL,US,319-447-0955,,
704,Natures Pantry New Mexico,2909 N White Sands Blvd,Alamogordo,NM,NULL,US,575-437-3037,,MyNaturesPantry.com
705,Rainbow Grocery Cooperative Inc.,1745 Folsom Street,San Francisco,CA,NULL,US,415-863-0620,,
706,Moses Kountry Health Foods,7115 4th St. NW,Albuquerque,NM,NULL,US,505-898-9763,,www.moseshealth.com
708,Helping America,48496 780th Street,Jackson,MN,NULL,US,507-847-4139,,
709,The Only Earth,121 E Lexington Avenue,High Point,NC,NULL,US,336-886-4315,,
710,Chuck's Natural Food Market,11301 North 56th Street,Tampa,FL,NULL,US,813-980-2005,,
712,Zerbos Health Foods,34164 Plymouth Road,Livonia,MI,NULL,US,734-427-3144,,
713,Southern Nutrition,9501 Arlington Express Way,Jacksonville,FL,NULL,US,904-725-3003,,
714,"Harvest Health Food, Inc.",1944 Eastern Avenue SE,Grand Rapids,MI,NULL,US,616-245-6268,,
716,Natural Foods Store & Natural Medicine Store,1920 Highway 70 West,Hickory,NC,NULL,US,828-322-5316,,
725,Native Sun Natural Foods Market,10000 San Jose Blvd,Jacksonville,FL,NULL,US,904-260-6950,,www.nativesunjax.com
726,Christine's Herbs & Things,65 S. Broadway,Blackfoot,ID,NULL,US,208-785-2139,,
728,Makin' It Natural Health Food,2502 Ashford Drive,Clovis,NM,NULL,US,575-763-8282,,
729,Ruby's Natural Foods,"1030 Hwy 190 W, Gause West",Slidell,LA,NULL,US,985-641-1620,,
730,Healthy Way Market,142 South 3rd Ave,Sturgeon Bay,WI,NULL,US, 920-746-4103,,www.healthywaymarket.com
733,"Good Earth Natural Foods, Orem",500 S State Street,Orem,UT,NULL,US,801-765-1616,,www.goodearthnaturalfoods.com
735,Natures Nook,1601 Chester Blvd,Richmond,IN,NULL,US,765-965-1646,,
736,Good Earth Natural Foods-Riverdale,1050 West Riverdale Road,Riverdale,UT,NULL,US,801-334-5500,,
737,Good Earth Natural Foods-Sandy,7905 So. 700 E,Sandy,UT,NULL,US,801-562-2209,,
738,The Herb Shop,247 SW G Street,Grants Pass,OR,NULL,US,541-479-3602,866-800-2814,www.bulkherbshop.com
740,"Health Unlimited of America, Inc.",3446 Village Drive,Castro Valley,CA,NULL,US,510-581-0220,,www.health-unlimited.com
741,The Skinny Pantry,11356 S Cleveland Avenue,Fort Myers,FL,NULL,US,239-935-5093,,www.theskinnypantry.com
743,Life Tree Natural Foods,"1365 Sam Nunn Blvd., Suite H",Perry,GA,NULL,US,478-987-8070,,www.lifetreehealthandherbs.com
746,Natural Pantry,3680 Barrow Steet,Anchorage,AK,NULL,US,907-770-1444,866-770-1444,www.natural-pantry.com
748,"Back 2 Nature, Inc. - 5627 N Milwaukee",5627 N. Milwaukee Avenue,Chicago,IL,NULL,US,773-463-5758,,www.back2nature.net
749,Jeff's Health & Nutrition,914 N. 14th St.,Leesburg,FL,NULL,US,352-365-6477,,
750,"Golden Carrot Natural Foods, Inc.",433 Jefferson St.,Paducah,KY,NULL,US,270-442-5588,,
751,Cornucopia Natural Foods,"2625 Coffee Road, Ste V",Modesto,CA,NULL,US,209-575-1650,,
752,Ada's Whole Foods,4650 S. Cleveland Ave,Fort Myers,FL,NULL,US,239-939-9153,,http://www.adaswholefoods.com
753,Jacks Natural Foods,1614 Judson Road,Longview,TX,NULL,US,903-753-4800,,
754,Health Hut,2225 South 108th Street,West Allis,WI,NULL,US,414-545-8844,,www.healthhut-wi.com
757,The Green Door Health Food,2843 Culver Road,Birmingham,AL,NULL,US,205-871-2651,,
758,Garys World of Wellness & LuckyVitamin,4 W. Mt. Kirk Ave,Eagleville,PA,NULL,US,610-539-6727,,www.luckyvitamin.com/m-1813-apricot-power
759,Naturally Yours Grocery II,1503 E College Avenue,Normal,IL,NULL,US,,,
760,Dr. Frank Hurd's Office,3417 Jerome Prairie Rd,Grants Pass,OR,NULL,US,541-472-1113,,www.tentalents.net
762,Greatest Grains,1600 Harrison Street,Davenport,IA,NULL,US,563-323-7521,,www.greatestgrains.com
765,People's Pharmacy,3801-B South Lamar blvd.,Austin,TX,NULL,US,512-444-8866,,www.peoplesrx.com
768,Natures Presence Health Food Center,807 N. Main St.,Boerne,TX,NULL,US,830-249-4603,,
776,Dodson's Nutritional Food Center,1305 36th Avenue NW,Norman,OK,NULL,US,405-329-4613,800-884-9057,www.dodsonsnutritionalfoodcenter.com
778,Elliots Natural Foods (3 Stores),6671 Blue Oaks Blvd,Rocklin,CA,NULL,US,916-772-1898,,
781,Good 4 U Nutrition,3940 Jeffco Blvd,Arnold,MO,NULL,US,636-467-2000,,
783,Family Nutrition Center,1663 W. Henderson St. Suite. C,Cleburne,TX,NULL,US,817-645-1993,800-498-1997,
784,Good Nutrition,"2640 Beaver Ruin Road, Suite C",Norcross,GA,NULL,US,770-409-8844,,www.goodnutritionweb.com
794,Country Natural Food Store,"1801 W Kingshighway, Ste 5",Paragould,AR,NULL,US,,,
800,Axfite Pty Ltd.,11 Loma Court,"Tarneit, Victoria",,NULL,AU,61419639001,,www.axfite.com.au
802,Barge Nutrition,544 2nd Avenue N,Onalaska,WI,NULL,US,800-657-4454,,www.bargesupply.com
803,Creation Store,5800 North W Street | Suite 9,Pensacola,FL,NULL,US,877-479-3466,877-479-3466,http://www.drdino.com
804,Good Nutrtition,"9999 Hwy 92, Ste #120",Woodstock,GA,NULL,US,(678) 238-0220,,
807,Vitality Nutrition,2400 Brooks Street,Missoula,MT,NULL,US,406-549-1333,,
808,Healthy Living,15845 Hwy. 105 West #100/102,Montgomery,TX,NULL,US,936-588-2006,,
809,Innovative Nutrition,"7401 SW 45th Ave, Ste. 3",Amarillo,TX,NULL,US,806-355-0716,,
811,Williams Natural Foods,12249 San Pablo Avenue,Richmond,CA,NULL,US,510-232-1911,,Williamsnaturalfoods.com
813,Healthy Habit Health Foods,6029 N 7th Street,Phoenix,AZ,NULL,US,602-252-6000,,
814,"Garden Gate Specialties, Inc","80 N Central Street, Ste #8",Colorado City,AZ,NULL,US,928-218-1329,,
815,Discover Life Chiropractic,2216 Hoffman Drive Unit A,Loveland,CO,NULL,US,970-622-0075,,
817,Health Hut - Hales Corners,5610 S. 108th Street,Hales Corners,WI,NULL,US,,,
819,Get Healthy Brooksville,1254 S. Broad Street,Brooksville,FL,NULL,US,352-796-9798,,
820,Debbie's Health Food,3850 South Nova Road,Port Orange,FL,NULL,US,386-763-7046,,
822,JACOB'S HERB SHOP,10310 LINCOLN TRAIL,FAIRVIEW HGHTS,IL,NULL,US,618-398-7675,,www.jacobsherbshop.com
823,Fitness & Nutrition Center,803 Bethel Road,Columbus,OH,NULL,US,614-459-2378,,www.fitnessandnutritioncenters.com/
828,SCV Vitamins,25878 N The Old Road,Valencia,CA,NULL,US,,,http://www.scvvitamins.com
829,"Good Nutrition, Gainesville","1500 Browns Bridge Road, Ste 123",Gainesville,GA,NULL,US,,,
830,"Pharmacy Of Nature, Inc",,Des Plaines,IL,NULL,US,224-659-0906,,http://www.pharmacyofnature.com
831,Abundant Life Wellness Center,2723 W Lincoln Ave.,Milwaukee,WI,NULL,US,414-389-0249,,
832,Clovers Natural Market,2100 Chapel Plaza Court,Columbia,MO,NULL,US,573-445-0990,,www.cloversnaturalmarket.com
837,Midtown East Pharmacy & Surgical Supplies,161 Madison Avenue,New York,NY,NULL,US,212-213-2444,,
839,Nature's Treasures,3600 N. Verdugo Road Suite #207,Glendale,CA,NULL,US,818-957-7380,,www.mynaturestreasures.net
844,Health Food Plus & Herbs Inc,1210 Pasadena Ave South,St. Petersburg,FL,NULL,US,727-345-5548,,
846,Herbal Magick Inc.,402 West Avenue,Lockport,NY,NULL,US,716-439-5144,,herbalmagickinc/Facebook
847,Integrated Wellness Center (2),1322 E. 14th Street,Brooklyn,NY,NULL,US,718-627-3438,,www.integratedwellnesscenterofli.com
849,Lassens Natural Foods & Vitamins - F,9439 N. Fort Washington Rd,Fresno,CA,NULL,US,559-434-6990,,
850,Lassens Natural Foods & Vitamins - LA (La Brea St.),2080 Hillhurst Ave.,Los Angeles,CA,NULL,US,323-660-0052,,www.lassens.com
851,Herbal Secrets,727 Romeo Road,Leonard,MI,NULL,US,248-941-6943,,
853,Nutrition Plus,137 5th Avenue South,Clinton,IA,NULL,US,563-242-1347,,
854,Axis Natural Foods,"120 Center Street, Ste 300",Auburn,ME,NULL,US,207-782-3348,,www.axisnaturalfoods.com
855,Life Preserver Natural Foods,14715 Edgewood Drive,Baxter,MN,NULL,US,(218) 829-7925,,
856,New Horizons Natural ,2631 Harrison Road,Fredricksburg,OH,NULL,US,330-674-1360,,
858,Sunflower Shoppe,5100 State Hwy 121,Colleyville,TX,NULL,US,817-399-9100,,www.sunflowershoppe.com
861,"Super-Natural Health Foods Ctr, LLC",12706 South Hwy 71,Grandview,MO,NULL,US,(816) 765-1135,(800) 969-3721,supervite.com
862,Suzannes Natural Foods,3106 S. Connecticut Ave,Joplin,MO,NULL,US,417-781-0909,,http://www.suzannes.com/
863,Health Nutz Natural Foods Store,130 S 1st Street,Albemarle,NC,NULL,US,704-984-4911,,
864,Sunshine Health Foods,410 Trainor Gate Road,Fairbanks,AK,NULL,US,(907) 456-5433,,www.sunshinehealthfoodstore.com
865,Vita Mart - Louisiana,806 E Prien Lake Road,Lake Charles,LA,NULL,US,,,
866,Queens Health Emporium,15901 Horace Harding Expressway,Fresh Meadows,NY,NULL,US,718-358-6500,,
867,The Herb Shop of Vinings,3248 Cobb Pkwy,Atlanta,GA,NULL,US,770-984-9323,,www.theherbshopofvinings.com
868,Dr. Robert Gibson,494 E. Tabernacle,St. George,UT,NULL,US,435-862-1536,,
871,Mother Earth Natural Foods - Summerlin,"4600 Summerlin Road, Ste 10",Fort Myers,FL,NULL,US,,,
872,Mother Earth Natural Foods-Del Prado,1631 Del Prado Blvd,Cape Coral,FL,NULL,US,,,
873,Mother Earth Natural Foods-Cleveland Ave,13860-G North Cleveland Ave,N. Fort Myers,FL,NULL,US,239-997-6676,,
874,Mother Earth Natural Foods-McGregor,15271-7 McGregor Blvd,Fort Myers,FL,NULL,US,239-489-3377,,
875,Mother Earth Natural Foods-US 41,16520 South Tamiami Trail (US 41),S. Fort Myers,FL,NULL,US,239-454-8009,,
877,Vitamins Plus #101,824 W. University,Denton,TX,NULL,US,940-382-8816,,
881,Natural Food Shop,3048 S. 13th Street,Milwaukee,WI,NULL,US,414-383-4330,,
882,Placerville Health Food,1252-A Broadway,Placerville,CA,NULL,US,530-622-7434,,
883,Back To Nature,613 S. 5th St.,Leesville,LA,NULL,US,337-238-9888,,
885,Alls Well Herb Shoppe,107 Oak Street,Ashland,OR,NULL,US,541-488-0594,,
886,Nature Select Living,1080 Main Street,St. Helena,CA,NULL,US,707-967-8545,,
888,Vitamins Plus #262,"5109 82nd Street, Ste 1",Lubbock,TX,NULL,US,806-698-8612,,
889,Vitamins Plus #251,2550 Barrow Street,Abilene,TX,NULL,US,325-698-0512,,
890,Vitamins Plus #200,2321 West Loop 281,Longview,TX,NULL,US,903-295-7716,,
893,The Health Nut,625 East Fifth Street,Sheridan,WY,NULL,US,,,
894,Health Habits,5350 Rt 873,Schnecksville,PA,NULL,US,610-767-3100,,
895,A & S Natural Health,1559 Hanes Mall Blvd,Winston-Salem,NC,NULL,US,,,www.asnaturalhealth.com
896,Sunshine Corners Nutrition,15220 SE 272nd St Suite F,Kent,WA,NULL,US,253-631-1069,,
897,Heal From the Ground Up,18702 Colima Rd Suite #103,Rowland Heights,CA,NULL,US,,,
898,Living Waters Health Foods,"141 W. Granada Blvd.  ,",Ormond Beach,FL,NULL,US,386-672-6004,,
899,"Health Food Mart, INC",259 E. Barnett Road Suite #D,Medford,OR,NULL,US,541-772-3231,,http://www.healthfoodmartinc.com/
900,Natural Grocer Health Food,14453 Potomac Mills Rd,Woodbridge,VA,NULL,US,703-494-7287,,
902,Natural Healthy Concepts,310 N. Westhill Blvd.,Appleton,WI,NULL,US,920-968-2350,866-505-7501,www.naturalhealthyconcepts.com
903,It's Only Natural LLC,110 Sea Island Parkway,Lady's Island,SC,NULL,US,843-986-9595,,itsonlynaturalsc.com (under construction)
904,Herb & Vitamin Depot,5886 Wendy Bagwell Parkway Ste. 403,Hiram,GA,NULL,US,770-222-8038,,
905,Nature's Market,705 Club Lane Ste. 105,Conway,AR,NULL,US,501-205-0886,,
909,Marshall Medic Pharmacy,243 Hwy. 65 North,Marshall,AR,NULL,US,501-745-5441,,
912,Herbs and More Discount Health Foods,2565 Northern Avenue,Kingman,AZ,NULL,US,(928) 692-0988,,
915,The Local Grocer,3358 White Mountain Highway,North Conway,NH,NULL,US,(603) 356-6068,,http://www.nhlocalgrocer.com
918,"Herbal Planet, Inc.",2560 Highway 42 N.,McDonough,GA,NULL,US,(678) 432-9110,,www.myherbalplanet.com
919,A1 Nutrition,210 Main Avenue,Passaic Park,NJ,NULL,US,(973) 778-8409,,www.a1nutritionstore.com
920,Frichtl Clinic,811 W. Fayette Avenue,Effingham,IL,NULL,US,(217) 342-0311,,
921,GMP Vitamins,721 S. Harbor Boulevard,Fullerton,CA,NULL,US,(714) 879-5315,,
924,Alternative Health Products,4886 Court Royal Rd. 37174,Spring Hill,TN,NULL,US,(615) 302-0590,,www.ahp-online.com
925,ISA Fulfillment,4-1191 Kuhio Hwy.,Kapaa,HI,NULL,US,,800-770-8802,
926,Herbaland,3127 North Milwaukee Ave.,Chicago,IL,NULL,US,773-267-7225,,www.herbaland.org
929,The Health Barn,829 Tusculum Blvd,Greenville,TN,NULL,US,4236391381,4236391381,www.thehealthbarn.us
932,Western Illinois Chiropractic Center,109 S. Johnson,Macomb,IL,NULL,US,(309) 837-9987,,
934,Empowered Health Resource,734 Franklin Place,Pella,IA,NULL,US,(641) 620-1474,,www.empoweredhealthresource.com
935,"Vitamins Plus, Inc.","4600 Hardy Street, Suite 12",Hattiesburg,MS,NULL,US,(601) 261-3009,,
936,Marlene's Market & Deli,2565 S Gateway Center Pl,Federal Way,WA,NULL,US,(253) 839-0933,,marlenesmarket-deli.com
937,Richmond Family Nutrition,67346 S. Main Street,Richmond,MI,NULL,US,(586) 430-4060,,
939,Major Health Foods,"1001 S. 10th Street, Suite A/B",McAllen,TX,NULL,US,(956) 687-7759,,www.majorhealthfoodsmcallen.com
941,BriarPatch Community Market COOP,290 Sierra College Drive,Grass Valley,CA,NULL,US,(530) 272-5333,,
